Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Vickers Hardness 100g,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Ag2O, Tl2O, BeO, MnO, CuO, ZnO, SrO, CdO, PbO, SnO, Cr2O3, Fe2O3, Ga2O3, As2O3, Y2O3, Sb2O3, La2O3, Gd2O3, Bi2O3, Sc2O3, TiO2, GeO2, ZrO2, CeO2, SnO2, SeO2, TeO2, P2O5, V2O5, Nb2O5, Ta2O5, HfO2, Nb2O3, SO3, WO3, GeS2, OH, Sm2O3, Eu2O3, Tb2O3, Dy2O3, Er2O3, Yb2O3, Lu2O3, Pr2O3, R2O, RO, MgF2, CaF2, SrF2, AlF3, NdF3, KCl, SrCl2, ZnCl2, CdCl2, PbCl2, KBr, KI, CsI, Li, B, N, O, Mg, Al, Si, P, S, Cl, Ca, Ti, Fe, Co, Ni, Cu, Zn, Ga, Ge, Sr, Y, Zr, Ag, Sb, Te, Ba, La, Ce, Pr, Nd, Sm, Eu, Gd, Tb, Dy, Ho, Er, Tm, Yb, Lu, Hf, W, Re, Sr(PO3)2, Ga2S3, Sb2S3, Ga2Se3, GeSe2, In2S3, AlN, ZrO2-SiO2, Vickers Hardness 100g ( MPa )
966, GP02-213234, Japanese Patent    Hitachi (J), 2001, A354444, 71.37, , 0.81, 6.02, 8.44, , , 13.36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6027.0
967, GP02-213235, Japanese Patent    Hitachi (J), 2001, A354444, 71.27, , 0.81, 6.01, 8.42, , , 13.34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6086.0
968, GP02-213236, Japanese Patent    Hitachi (J), 2001, A354444, 71.15, , 0.81, 6.0, 8.41, , , 13.32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6223.0
969, GP02-213237, Japanese Patent    Hitachi (J), 2001, A354444, 70.84, , 0.8, 5.96, 8.37, , , 13.26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6595.0
970, GP02-213238, Japanese Patent    Hitachi (J), 2001, A354444, 70.28, , 0.8, 5.93, 8.31, , , 13.16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6693.0
971, GP02-213239, Japanese Patent    Hitachi (J), 2001, A354444, 69.74, , 0.8, 5.89, 8.25, , , 13.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6929.0
972, GP02-213240, Japanese Patent    Hitachi (J), 2001, A354444, 69.66, , 0.79, 5.86, 8.24, , , 13.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6978.0
973, GP02-213241, Japanese Patent    Hitachi (J), 2001, A354444, 69.12, , 0.79, 5.83, 8.17, , , 12.94, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7076.0
974, GP02-213242, Japanese Patent    Hitachi (J), 2001, A354444, 72.29, , 0.78, 5.83, 8.17, , , 12.93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6007.0
975, GP02-213243, Japanese Patent    Hitachi (J), 2001, A354444, 73.21, , 0.76, 5.63, 7.9, , , 12.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6047.0
976, GJ10-216297, J. Jpn. Inst. Metals & Materials (J), 1989, v. 053  p. 0088, , 66.7, , , , , 33.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4802.0
977, GJ10-216298, J. Jpn. Inst. Metals & Materials (J), 1989, v. 053  p. 0088, , 66.7, , , , , , 33.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4116.0
978, GJ10-216299, J. Jpn. Inst. Metals & Materials (J), 1989, v. 053  p. 0088, , 66.7, , , 33.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5684.0
979, GJ10-216300, J. Jpn. Inst. Metals & Materials (J), 1989, v. 053  p. 0088, , 66.7, , , , , , , , , , , , , , 33.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5390.0
980, GJ10-216301, J. Jpn. Inst. Metals & Materials (J), 1989, v. 053  p. 0088, , 66.7, , , , 33.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5194.0
981, GJ10-216302, J. Jpn. Inst. Metals & Materials (J), 1989, v. 053  p. 0088, , 66.7, , , , , , , 33.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2891.0
982, GP02-221937, Japanese Patent    Hitachi (J), 2002, A008222, 71.37, , 0.81, 6.02, 8.44, , , 13.36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6027.0
983, GP02-221938, Japanese Patent    Hitachi (J), 2002, A008222, 71.27, , 0.81, 6.01, 8.42, , , 13.34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6086.0
984, GP02-221939, Japanese Patent    Hitachi (J), 2002, A008222, 71.15, , 0.81, 6.0, 8.41, , , 13.32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.31, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6223.0
985, GP02-221940, Japanese Patent    Hitachi (J), 2002, A008222, 70.84, , 0.8, 5.96, 8.37, , , 13.26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6595.0
986, GP02-221941, Japanese Patent    Hitachi (J), 2002, A008222, 70.28, , 0.8, 5.93, 8.31, , , 13.16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6693.0
987, GP02-221942, Japanese Patent    Hitachi (J), 2002, A008222, 69.74, , 0.8, 5.89, 8.25, , , 13.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6929.0
988, GP02-221943, Japanese Patent    Hitachi (J), 2002, A008222, 69.66, , 0.79, 5.86, 8.24, , , 13.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6978.0
989, GP02-221944, Japanese Patent    Hitachi (J), 2002, A008222, 69.12, , 0.79, 5.83, 8.17, , , 12.94, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7076.0
990, GP02-221945, Japanese Patent    Hitachi (J), 2002, A008222, 73.21, , 0.76, 5.63, 7.9, , , 12.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6047.0
991, GP02-221946, Japanese Patent    Hitachi (J), 2002, A008222, 72.29, , 0.78, 5.83, 8.17, , , 12.93, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6007.0
992, GP05-222014, Japanese Patent    Hitachi (J), 2002, A025040, 66.45, 9.72, 9.76, , , , 6.75, 5.67, 1.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6654.0
993, GP05-222015, Japanese Patent    Hitachi (J), 2002, A025040, 67.43, 9.93, 9.85, , , , 6.11, 5.16, 0.97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6664.0
994, GP05-222016, Japanese Patent    Hitachi (J), 2002, A025040, 64.48, 9.46, 9.44, , , , 8.0, 6.77, 1.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6644.0
995, GP05-222017, Japanese Patent    Hitachi (J), 2002, A025040, 62.54, 9.21, 9.12, , , , 9.23, 7.86, 1.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6615.0
996, GP05-222018, Japanese Patent    Hitachi (J), 2002, A025040, 60.07, 8.79, 8.79, , , , 10.36, 9.77, 1.68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6586.0
997, GP05-222019, Japanese Patent    Hitachi (J), 2002, A025040, 58.8, 8.64, 8.57, , , , 11.66, 9.91, 1.88, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6556.0
998, GP05-222020, Japanese Patent    Hitachi (J), 2002, A025040, 56.92, 8.31, 8.32, , , , 12.83, 10.95, 2.14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6546.0
999, GP05-222021, Japanese Patent    Hitachi (J), 2002, A025040, 54.92, 8.06, 8.01, , , , 14.19, 11.97, 2.32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6488.0
1000, GP05-222022, Japanese Patent    Hitachi (J), 2002, A025040, 53.11, 7.83, 7.78, , , , 15.35, 12.9, 2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6458.0
1001, GP05-222023, Japanese Patent    Hitachi (J), 2002, A025040, 51.38, 7.52, 7.49, , , , 16.5, 13.91, 2.68, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6439.0
1002, GJ03-233858, J. Ceramic Soc. Japan, 1986, v. 094  p. 0550, 47.62, , , , 34.29, , , , , , , , , , , , , , , , , , , , , , , , , , , 13.33, , , , , 4.76, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6174.0
1003, GJ81-234881, J. Materials Science, 1983, v. 018  p. 0753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , 14.0, , , , , 82.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5292.0
1004, GJ81-234882, J. Materials Science, 1983, v. 018  p. 0753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8.0, , 14.0, , , , , 78.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5419.4
1005, GJ81-234883, J. Materials Science, 1983, v. 018  p. 0753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 12.0, , 14.0, , , , , 74.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5605.6
1006, GJ81-234885, J. Materials Science, 1983, v. 018  p. 0753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 16.0, , 18.0, , , , , 66.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6242.6
1007, GJ81-234886, J. Materials Science, 1983, v. 018  p. 0753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 12.0, , 18.0, , , , , 70.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6036.8
1008, GJ81-234887, J. Materials Science, 1983, v. 018  p. 0753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8.0, , 18.0, , , , , 74.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5850.6
1009, GJ81-234888, J. Materials Science, 1983, v. 018  p. 0753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , 18.0, , , , , 78.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5762.4
1010, GJ81-234893, J. Materials Science, 1983, v. 018  p. 0753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.0, , 18.0, , , , , , , 78.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5350.8
1011, GJ81-234894, J. Materials Science, 1983, v. 018  p. 0753, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 22.0, , , , , , , 78.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4998.0
1012, GJ10-239895, Bull. Materials Science, 1999, v. 022  p. 1061, , 75.0, , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3782.8
1013, GJ10-239896, Bull. Materials Science, 1999, v. 022  p. 1061, , 70.0, , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8045.8
1014, GJ10-239897, Bull. Materials Science, 1999, v. 022  p. 1061, , 65.0, , , , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8320.2
1015, GJ10-239898, Bull. Materials Science, 1999, v. 022  p. 1061, , 60.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8271.2
1016, GJ10-239899, Bull. Materials Science, 1999, v. 022  p. 1061, , 75.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7105.0
1017, GJ10-239900, Bull. Materials Science, 1999, v. 022  p. 1061, , 70.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7840.0
1018, GJ10-239901, Bull. Materials Science, 1999, v. 022  p. 1061, , 65.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8075.2
1019, GJ10-239902, Bull. Materials Science, 1999, v. 022  p. 1061, , 75.0, , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6497.4
1020, GJ10-239903, Bull. Materials Science, 1999, v. 022  p. 1061, , 70.0, , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7114.8
1021, GJ10-239904, Bull. Materials Science, 1999, v. 022  p. 1061, , 65.0, , , , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7330.4
1022, GJ10-239905, Bull. Materials Science, 1999, v. 022  p. 1061, , 60.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8055.6
1023, GJ10-239906, Bull. Materials Science, 1999, v. 022  p. 1061, , 75.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6076.0
1024, GJ10-239907, Bull. Materials Science, 1999, v. 022  p. 1061, , 70.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7389.2
1025, GJ10-239908, Bull. Materials Science, 1999, v. 022  p. 1061, , 65.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7840.0
1026, GJ10-240379, Bull. Inst. Chem. Res. Kyoto Univ., 1981, v. 059  p. 0196, , 100.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.01E-4
1027, GJ10-240380, Bull. Inst. Chem. Res. Kyoto Univ., 1981, v. 059  p. 0196, , 98.38, , , , , , , , , , , , , , , , 1.62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1280.0
1028, GJ10-240381, Bull. Inst. Chem. Res. Kyoto Univ., 1981, v. 059  p. 0196, , 96.65, , , , , , , , , , , , , , , , 3.35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1430.0
1029, GJ10-240382, Bull. Inst. Chem. Res. Kyoto Univ., 1981, v. 059  p. 0196, , 95.55, , , , , , , , , , , , , , , , 4.45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1450.0
