Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Fracture Toughness,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Rb2O, Ag2O, Cs2O, MnO, CoO, CuO, ZnO, SrO, PbO, SnO, Cr2O3, Fe2O3, Ga2O3, As2O3, Y2O3, Sb2O3, La2O3, Nd2O3, Gd2O3, Bi2O3, TiO2, MnO2, GeO2, ZrO2, CeO2, SnO2, TeO2, P2O5, Nb2O5, Ta2O5, HfO2, Nb2O3, SO3, WO3, H2O, Sm2O3, Eu2O3, Tb2O3, Er2O3, Yb2O3, Pr2O3, R2O, RO, R2O3, LiF, NaF, KF, MgF2, CaF2, SrF2, BaF2, ZnF2, AlF3, KHF2, BaCl2, Li, B, N, O, F, Na, Mg, Al, Si, P, Cl, K, Ca, Ti, V, Cr, Mn, Fe, Cu, Zn, As, Sr, Y, Sb, Ba, Ce, Nd, Er, Yb, Pt, Pb, Bi, Sr(PO3)2, Ca3(PO4)2, NaPO3, Zn(PO3)2, CaAl2Si2O8, AlN, SiC, Si3N4, Organic Compound, 2MgO-2Al2O3-5SiO2, Others, Fracture Toughness ( MPa.m1/2 )
73, GJ01-032654, J. American Ceramic Soc., 1969, v. 052  p. 0099, 96.8, 2.6, 0.59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.722
74, GJ06-032655, J. American Ceramic Soc., 1969, v. 052  p. 0099, 58.45, 3.54, 12.08, 18.34, 6.59, , , 0.99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.908
75, GJ05-032656, J. American Ceramic Soc., 1969, v. 052  p. 0099, 82.36, 12.43, 1.21, , , , , 3.99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.758
76, GJ02-032657, J. American Ceramic Soc., 1969, v. 052  p. 0099, 71.4, , 1.17, 5.91, 7.44, , , 13.45, 0.63, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.749
77, GJ04-032658, J. American Ceramic Soc., 1969, v. 052  p. 0099, 75.2, , 2.95, , , , , 12.15, 1.6, , , , , , , , , 8.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.677
78, GJ38-034937, J. Non-Crystalline Solids, 1985, v. 071  p. 0287, 9.83, , 20.72, , , , , , , , , , , , , , , , , , , , , 36.33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 33.11, , , , 1.57
79, GJ38-034938, J. Non-Crystalline Solids, 1985, v. 071  p. 0287, , , 12.84, , , , , , , , , , , , , , , , , , , , , 35.87, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 15.43, , 35.84, , , , 1.92
80, GJ38-034939, J. Non-Crystalline Solids, 1985, v. 071  p. 0287, 40.93, , 16.12, , , , , , , , , , , , , , , , , , , , , 28.29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 14.66, , , , 1.45
81, GJ38-034940, J. Non-Crystalline Solids, 1985, v. 071  p. 0287, 27.23, , 18.23, , , , , , , , , , , , , , , , , , , , , 31.81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 22.73, , , , 1.33
82, GJ38-034941, J. Non-Crystalline Solids, 1985, v. 071  p. 0287, 51.83, , 14.54, , , , , , , , , , , , , , , , , , , , , 25.45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8.18, , , , 1.17
83, GJ04-035308, J. Non-Crystalline Solids, 1987, v. 096  p. 1039, 60.0, , , , , , , , , , , , , , , , , 40.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.58
84, GJ04-035309, J. Non-Crystalline Solids, 1987, v. 096  p. 1039, 50.0, , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.48
85, GJ04-035310, J. Non-Crystalline Solids, 1987, v. 096  p. 1039, 38.0, , , , , , , , , , , , , , , , , 62.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.38
86, GJ04-035311, J. Non-Crystalline Solids, 1987, v. 096  p. 1039, 42.0, , , , , , , , , , , , , , , , , 58.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.36
87, GJ04-035312, J. Non-Crystalline Solids, 1987, v. 096  p. 1039, 33.0, , , , , , , , , , , , , , , , , 67.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.35
88, GJ04-035313, J. Non-Crystalline Solids, 1987, v. 096  p. 1039, 30.0, , , , , , , , , , , , , , , , , 70.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.38
89, GJ04-035314, J. Non-Crystalline Solids, 1987, v. 096  p. 1039, 67.0, , , , , , , , , , , , , , , , , 33.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.68
90, GJ05-037005, J. American Ceramic Soc., 1982, v. 065  p. 0087, 57.42, 17.5, , , 3.64, , , 7.24, 3.95, , , , , , , 6.0, , , , , , , , , , , , , , 4.23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
91, GJ02-037026, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, , , , , , , 40.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.615
92, GJ02-037027, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, , 8.0, , , , , 32.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.64
93, GJ02-037028, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, , 16.0, , , , , 24.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.615
94, GJ06-037029, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, , 20.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.67
95, GJ06-037030, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, , 22.5, , , , , 17.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.69
96, GJ02-037031, J. American Ceramic Soc., 1978, v. 061  p. 0027, 80.0, , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.58
97, GJ02-037032, J. American Ceramic Soc., 1978, v. 061  p. 0027, 75.0, , 5.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.67
98, GJ02-037033, J. American Ceramic Soc., 1978, v. 061  p. 0027, 70.0, , 10.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.63
99, GJ06-037034, J. American Ceramic Soc., 1978, v. 061  p. 0027, 56.0, , 24.0, , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.665
100, GJ03-037035, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, , 8.0, , 32.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.6
101, GJ03-037036, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, , 13.33, , 26.67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.645
102, GJ03-037037, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, , 20.0, , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.66
103, GJ06-037038, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, , 17.5, , 22.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.66
104, GJ05-037039, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, 20.0, , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
105, GJ02-037040, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, 8.0, , , , , , 32.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.75
106, GJ02-037041, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, 16.0, , , , , , 24.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.95
107, GJ05-037042, J. American Ceramic Soc., 1978, v. 061  p. 0027, 60.0, 22.5, , , , , , 17.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.9
108, GJ20-037066, J. American Ceramic Soc., 1982, v. 065  p. C070, , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.7
109, GJ20-037067, J. American Ceramic Soc., 1982, v. 065  p. C070, , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.61
110, GJ20-037068, J. American Ceramic Soc., 1982, v. 065  p. C070, , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.61
111, GJ20-037069, J. American Ceramic Soc., 1982, v. 065  p. C070, , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.95
112, GJ20-037070, J. American Ceramic Soc., 1982, v. 065  p. C070, , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.61
113, GJ20-037071, J. American Ceramic Soc., 1982, v. 065  p. C070, , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.35
114, GJ20-037072, J. American Ceramic Soc., 1982, v. 065  p. C070, , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.57
115, GJ10-037100, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 30.0, , , , , , , , , , , , , , , , 70.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
116, GJ10-037101, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 30.0, , , , , , , , , , , , , , 17.5, , 52.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
117, GJ10-037102, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 30.0, , , , , , , , , , , , , , 35.0, , 35.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
118, GJ10-037103, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 40.0, , , , , , , , , , , , , , , , 60.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
119, GJ10-037104, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 40.0, , , , , , , , , , , , , , 15.0, , 45.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
120, GJ10-037105, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 40.0, , , , , , , , , , , , , , 30.0, , 30.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
121, GJ10-037106, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 40.0, , , , , , , , , , , , , , 45.0, , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
122, GJ10-037107, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 40.0, , , , , , , , , , , , , , 60.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
123, GJ10-037108, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 50.0, , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
124, GJ10-037109, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 50.0, , , , , , , , , , , , , , 12.5, , 37.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
125, GJ10-037110, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 50.0, , , , , , , , , , , , , , 25.0, , 25.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
126, GJ10-037111, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 50.0, , , , , , , , , , , , , , 37.5, , 12.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
127, GJ10-037112, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 50.0, , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
128, GJ10-037113, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 60.0, , , , , , , , , , , , , , , , 40.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
129, GJ10-037114, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 60.0, , , , , , , , , , , , , , 10.0, , 30.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
130, GJ10-037115, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 60.0, , , , , , , , , , , , , , 20.0, , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
131, GJ10-037116, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 60.0, , , , , , , , , , , , , , 30.0, , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
132, GJ10-037117, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 70.0, , , , , , , , , , , , , , , , 30.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
133, GJ10-037118, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 70.0, , , , , , , , , , , , , , 7.5, , 22.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
134, GJ10-037119, J. American Ceramic Soc., 1982, v. 065  p. 0123, , 70.0, , , , , , , , , , , , , , 15.0, , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , *
135, GB10-037816, Handbook of Glass Data, 1985, v. 00B  p. 0265, , 100.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.954
136, GB10-037817, Handbook of Glass Data, 1985, v. 00B  p. 0265, , 98.4, , , , , , , , , , , , , , , , 1.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.926
137, GB10-037818, Handbook of Glass Data, 1985, v. 00B  p. 0265, , 96.6, , , , , , , , , , , , , , , , 3.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.856
138, GB10-037819, Handbook of Glass Data, 1985, v. 00B  p. 0265, , 95.4, , , , , , , , , , , , , , , , 4.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.828
139, GB10-037820, Handbook of Glass Data, 1985, v. 00B  p. 0265, , 94.0, , , , , , , , , , , , , , , , 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.833
140, GB10-037821, Handbook of Glass Data, 1985, v. 00B  p. 0265, , 87.2, , , , , , , , , , , , , , , , 12.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.59
141, GB10-037823, Handbook of Glass Data, 1985, v. 00B  p. 0265, , 85.1, , , , , , , , , , , , , , , , 14.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.38
142, GB10-037824, Handbook of Glass Data, 1985, v. 00B  p. 0265, , 82.8, , , , , , , , , , , , , , , , 17.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.33
143, GB10-037825, Handbook of Glass Data, 1985, v. 00B  p. 0265, , 79.6, , , , , , , , , , , , , , , , 20.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.906
144, GB10-037826, Handbook of Glass Data, 1985, v. 00B  p. 0266, , 60.0, , , , , , , , , , , , , , 40.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.804
145, GB10-037827, Handbook of Glass Data, 1985, v. 00B  p. 0266, , 70.0, , , , , , , , , , , , , , , , 30.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.633
146, GB10-037828, Handbook of Glass Data, 1985, v. 00B  p. 0266, , 60.0, , , , , , , , , , , , , , , , 40.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.495
147, GB10-037829, Handbook of Glass Data, 1985, v. 00B  p. 0266, , 50.0, , , , , , , , , , , , , , , , 50.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.403
148, GB10-037830, Handbook of Glass Data, 1985, v. 00B  p. 0266, , 40.0, , , , , , , , , , , , , , , , 60.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.361
149, GB10-037831, Handbook of Glass Data, 1985, v. 00B  p. 0266, , 30.0, , , , , , , , , , , , , , , , 70.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.237
150, GB10-037832, Handbook of Glass Data, 1985, v. 00B  p. 0266, , 79.6, , , , , , , , , , , , , , , , 20.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.581
151, GB10-037833, Handbook of Glass Data, 1985, v. 00B  p. 0266, , 75.0, , , , , , , , , , , , , , , , 25.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.485
